"Date","Demographic.Level","Never","Rarely","Sometimes","Very.often","Always"
"22.1.24","Female 18-24",33,28,29,8,2
"22.1.24","Female 25-49",33,34,22,9,1
"22.1.24","Female 50-64",46,32,14,7,1
"22.1.24","Female 65+",66,19,13,2,0
"22.1.24","Male 18-24",30,25,28,11,7
"22.1.24","Male 25-49",31,26,27,14,2
"22.1.24","Male 50-64",47,31,17,4,1
"22.1.24","Male 65+",63,16,18,3,1
"22.1.24","Female Asian",24,30,30,15,2
"22.1.24","Female Black",7,21,41,26,4
"22.1.24","Female Mixed",78,10,7,5,0
"22.1.24","Female Other",32,46,22,0,0
"22.1.24","Female White",49,29,16,5,1
"22.1.24","Male Asian",24,31,28,14,3
"22.1.24","Male Black",4,6,67,19,5
"22.1.24","Male Mixed",73,8,6,8,5
"22.1.24","Male Other",64,20,16,0,0
"22.1.24","Male White",46,26,19,7,2
"22.1.24","Female Brexit Party",47,38,4,7,4
"22.1.24","Female Conservatives",48,27,17,7,1
"22.1.24","Female Greens",36,29,27,5,2
"22.1.24","Female Labour",43,29,21,5,1
"22.1.24","Female Liberal Democrats",40,38,11,11,0
"22.1.24","Female Other",61,29,10,0,0
"22.1.24","Female SNP",52,17,23,8,0
"22.1.24","Male Brexit Party",58,10,25,0,7
"22.1.24","Male Conservatives",47,21,23,7,1
"22.1.24","Male Greens",35,23,30,8,4
"22.1.24","Male Labour",36,28,24,9,3
"22.1.24","Male Liberal Democrats",45,33,11,11,0
"22.1.24","Male Other",53,25,17,6,0
"22.1.24","Male SNP",50,12,31,6,2
"22.1.24","18-24 Asian",23,39,31,6,1
"22.1.24","18-24 Black",0,23,40,11,25
"22.1.24","18-24 Mixed",67,2,9,4,18
"22.1.24","18-24 Other",6,26,68,0,0
"22.1.24","18-24 White",34,26,26,11,2
"22.1.24","25-49 Asian",21,25,29,20,4
"22.1.24","25-49 Black",5,21,22,47,4
"22.1.24","25-49 Mixed",34,27,19,20,0
"22.1.24","25-49 Other",30,56,14,0,0
"22.1.24","25-49 White",35,30,24,9,1
"22.1.24","50-64 Asian",32,42,20,6,0
"22.1.24","50-64 Black",15,17,37,31,0
"22.1.24","50-64 Mixed",81,17,0,1,0
"22.1.24","50-64 Other",2,96,3,0,0
"22.1.24","50-64 White",49,30,15,4,1
"22.1.24","65+ Asian",27,26,39,8,0
"22.1.24","65+ Black",2,0,98,0,0
"22.1.24","65+ Mixed",98,0,0,2,0
"22.1.24","65+ Other",85,1,14,0,0
"22.1.24","65+ White",67,22,8,2,0
"22.1.24","18-24 Brexit Party",4,0,96,0,0
"22.1.24","18-24 Conservatives",24,43,19,14,0
"22.1.24","18-24 Greens",0,0,95,5,0
"22.1.24","18-24 Labour",41,22,21,8,8
"22.1.24","18-24 Liberal Democrats",28,43,11,17,0
"22.1.24","18-24 Other",0,17,83,0,0
"22.1.24","18-24 SNP",12,0,88,0,0
"22.1.24","25-49 Brexit Party",70,6,15,5,4
"22.1.24","25-49 Conservatives",30,25,29,14,3
"22.1.24","25-49 Greens",23,46,14,10,7
"22.1.24","25-49 Labour",32,32,27,9,1
"22.1.24","25-49 Liberal Democrats",27,41,14,18,0
"22.1.24","25-49 Other",42,34,13,11,0
"22.1.24","25-49 SNP",58,10,16,14,2
"22.1.24","50-64 Brexit Party",66,27,4,4,0
"22.1.24","50-64 Conservatives",46,30,16,6,2
"22.1.24","50-64 Greens",59,25,15,1,0
"22.1.24","50-64 Labour",45,31,20,4,1
"22.1.24","50-64 Liberal Democrats",43,39,9,9,0
"22.1.24","50-64 Other",58,33,10,0,0
"22.1.24","50-64 SNP",53,33,14,0,0
"22.1.24","65+ Brexit Party",37,27,22,0,14
"22.1.24","65+ Conservatives",65,17,17,2,0
"22.1.24","65+ Greens",68,0,26,7,0
"22.1.24","65+ Labour",61,22,14,3,0
"22.1.24","65+ Liberal Democrats",72,18,10,0,0
"22.1.24","65+ Other",84,16,0,0,0
"22.1.24","65+ SNP",64,19,17,0,0
"22.1.24","Asian Brexit Party",94,0,6,0,0
"22.1.24","Asian Conservatives",10,32,30,24,3
"22.1.24","Asian Greens",0,26,55,0,19
"22.1.24","Asian Labour",26,21,40,11,2
"22.1.24","Asian Liberal Democrats",39,61,0,0,0
"22.1.24","Asian Other",0,100,0,0,0
"22.1.24","Asian SNP",82,0,0,18,0
"22.1.24","Black Brexit Party",0,0,100,0,0
"22.1.24","Black Conservatives",4,9,73,12,2
"22.1.24","Black Greens",0,0,57,43,0
"22.1.24","Black Labour",3,27,39,19,11
"22.1.24","Black Liberal Democrats",0,0,35,65,0
"22.1.24","Black Other",89,0,11,0,0
"22.1.24","Black SNP",15,0,45,40,0
"22.1.24","Mixed Brexit Party",81,0,19,0,0
"22.1.24","Mixed Conservatives",90,3,3,4,0
"22.1.24","Mixed Greens",4,1,2,92,0
"22.1.24","Mixed Labour",58,18,12,4,9
"22.1.24","Mixed Liberal Democrats",90,10,0,0,0
"22.1.24","Mixed Other",57,43,0,0,0
"22.1.24","Mixed SNP",42,0,23,35,0
"22.1.24","Other Brexit Party",74,21,5,0,0
"22.1.24","Other Conservatives",64,36,0,0,0
"22.1.24","Other Greens",0,34,66,0,0
"22.1.24","Other Labour",26,21,53,0,0
"22.1.24","Other Liberal Democrats",61,39,0,0,0
"22.1.24","Other Ethnicity Other Party",55,3,42,0,0
"22.1.24","Other SNP",78,6,16,0,0
"22.1.24","White Brexit Party",52,24,14,3,8
"22.1.24","White Conservatives",51,25,17,6,1
"22.1.24","White Greens",45,29,24,1,2
"22.1.24","White Labour",44,30,19,6,1
"22.1.24","White Liberal Democrats",42,36,12,10,0
"22.1.24","White Other",59,21,15,5,0
"22.1.24","White SNP",49,18,29,2,1
"4.3.24","National",47,26,19,7,1
"4.3.24","Female",52,25,17,5,1
"4.3.24","Male",42,27,20,10,2
"4.3.24","18-24",38,26,17,13,6
"4.3.24","25-49",41,27,23,8,1
"4.3.24","50-64",50,26,17,5,1
"4.3.24","65+",55,23,14,7,0
"4.3.24","Asian",22,30,34,6,8
"4.3.24","Black",24,17,13,41,5
"4.3.24","Mixed",12,28,54,7,0
"4.3.24","Other Ethnicity",25,46,28,0,0
"4.3.24","White",53,25,16,6,1
"4.3.24","Brexit Party",47,23,9,22,0
"4.3.24","Conservatives",46,24,19,8,2
"4.3.24","Greens",60,17,14,8,0
"4.3.24","Labour",49,26,18,5,1
"4.3.24","Liberal Democrats",39,28,24,8,2
"4.3.24","Other Party",53,21,16,8,2
"4.3.24","SNP",46,39,8,6,0
"4.3.24","Female 18-24",40,29,18,10,4
"4.3.24","Female 25-49",46,26,22,5,1
"4.3.24","Female 50-64",53,26,15,5,2
"4.3.24","Female 65+",63,20,14,3,0
"4.3.24","Male 18-24",36,22,17,16,9
"4.3.24","Male 25-49",36,28,25,10,1
"4.3.24","Male 50-64",48,27,20,4,1
"4.3.24","Male 65+",47,27,15,11,0
"4.3.24","Female Asian",22,31,32,5,9
"4.3.24","Female Black",39,12,13,32,4
"4.3.24","Female Mixed",13,31,56,0,0
"4.3.24","Female Other",28,45,27,0,0
"4.3.24","Female White",58,24,14,4,0
"4.3.24","Male Asian",21,30,35,7,7
"4.3.24","Male Black",13,21,13,47,5
"4.3.24","Male Mixed",11,25,51,14,0
"4.3.24","Male Other",24,47,29,0,0
"4.3.24","Male White",48,26,17,8,1
"4.3.24","Female Brexit Party",61,35,0,4,0
"4.3.24","Female Conservatives",51,25,17,5,2
"4.3.24","Female Greens",70,17,13,0,0
"4.3.24","Female Labour",52,24,19,5,1
"4.3.24","Female Liberal Democrats",48,24,20,6,2
"4.3.24","Female Other",61,12,14,11,2
"4.3.24","Female SNP",45,39,10,6,0
"4.3.24","Male Brexit Party",39,16,13,31,0
"4.3.24","Male Conservatives",42,24,21,12,2
"4.3.24","Male Greens",49,17,16,18,0
"4.3.24","Male Labour",45,30,18,5,2
"4.3.24","Male Liberal Democrats",30,32,27,9,2
"4.3.24","Male Other",47,26,18,7,2
"4.3.24","Male SNP",48,39,7,6,0
"4.3.24","18-24 Asian",14,39,17,6,24
"4.3.24","18-24 Black",30,19,2,20,30
"4.3.24","18-24 Mixed",15,43,28,14,0
"4.3.24","18-24 Other",8,0,89,4,0
"4.3.24","18-24 White",46,24,14,14,2
"4.3.24","25-49 Asian",23,29,35,8,5
"4.3.24","25-49 Black",41,23,19,14,4
"4.3.24","25-49 Mixed",17,27,48,7,0
"4.3.24","25-49 Other",55,29,16,0,0
"4.3.24","25-49 White",44,27,21,7,0
"4.3.24","50-64 Asian",32,22,31,4,10
"4.3.24","50-64 Black",39,17,24,20,0
"4.3.24","50-64 Mixed",38,27,8,27,0
"4.3.24","50-64 Other",50,50,0,0,0
"4.3.24","50-64 White",52,27,17,4,1
"4.3.24","65+ Asian",8,37,53,1,0
"4.3.24","65+ Black",1,12,7,81,0
"4.3.24","65+ Mixed",4,24,71,2,0
"4.3.24","65+ Other",6,65,29,0,0
"4.3.24","65+ White",70,20,8,2,0
"4.3.24","18-24 Brexit Party",1,0,0,99,0
"4.3.24","18-24 Conservatives",31,10,25,15,18
"4.3.24","18-24 Greens",33,0,15,51,0
"4.3.24","18-24 Labour",45,28,19,6,2
"4.3.24","18-24 Liberal Democrats",19,42,4,25,11
"4.3.24","18-24 Other",65,0,17,12,6
"4.3.24","18-24 SNP",41,59,0,0,0
"4.3.24","25-49 Brexit Party",53,0,21,26,0
"4.3.24","25-49 Conservatives",39,28,24,9,1
"4.3.24","25-49 Greens",56,22,22,0,0
"4.3.24","25-49 Labour",45,25,22,6,2
"4.3.24","25-49 Liberal Democrats",28,32,33,7,0
"4.3.24","25-49 Other",32,34,14,15,4
"4.3.24","25-49 SNP",42,38,8,12,0
"4.3.24","50-64 Brexit Party",62,31,0,7,0
"4.3.24","50-64 Conservatives",49,24,19,5,2
"4.3.24","50-64 Greens",62,29,9,0,0
"4.3.24","50-64 Labour",53,27,15,5,0
"4.3.24","50-64 Liberal Democrats",44,32,18,2,4
"4.3.24","50-64 Other",46,27,27,0,0
"4.3.24","50-64 SNP",51,30,19,0,0
"4.3.24","65+ Brexit Party",34,36,8,22,0
"4.3.24","65+ Conservatives",51,24,15,9,0
"4.3.24","65+ Greens",97,0,0,3,0
"4.3.24","65+ Labour",63,26,11,0,0
"4.3.24","65+ Liberal Democrats",59,13,21,7,0
"4.3.24","65+ Other",76,7,10,7,0
"4.3.24","65+ SNP",57,36,6,0,0
"4.3.24","Asian Brexit Party",2,18,0,81,0
"4.3.24","Asian Conservatives",22,26,31,3,18
"4.3.24","Asian Greens",43,0,46,11,0
"4.3.24","Asian Labour",30,27,32,8,3
"4.3.24","Asian Liberal Democrats",0,42,58,0,0
"4.3.24","Asian Other",0,0,77,23,0
"4.3.24","Asian SNP",0,100,0,0,0
"4.3.24","Black Brexit Party",17,0,0,83,0
"4.3.24","Black Conservatives",13,5,14,63,6
"4.3.24","Black Greens",79,0,0,21,0
"4.3.24","Black Labour",25,35,21,14,5
"4.3.24","Black Liberal Democrats",65,0,0,35,0
"4.3.24","Black Other",17,0,0,43,40
"4.3.24","Black SNP",0,100,0,0,0
"4.3.24","Mixed Brexit Party",12,25,0,63,0
"4.3.24","Mixed Conservatives",0,24,65,10,0
"4.3.24","Mixed Greens",43,0,44,13,0
"4.3.24","Mixed Labour",34,34,33,0,0
"4.3.24","Mixed Liberal Democrats",4,14,82,0,0
"4.3.24","Mixed Other",0,0,96,4,0
"4.3.24","Mixed SNP",0,100,0,0,0
"4.3.24","Other Brexit Party",34,61,0,5,0
"4.3.24","Other Conservatives",9,58,32,0,0
"4.3.24","Other Greens",90,0,0,10,0
"4.3.24","Other Labour",35,45,20,0,0
"4.3.24","Other Liberal Democrats",21,27,53,0,0
"4.3.24","Other Ethnicity Other Party",92,0,6,3,0
"4.3.24","Other SNP",100,0,0,0,0
"4.3.24","White Brexit Party",55,23,11,12,0
"4.3.24","White Conservatives",55,24,16,5,0
"4.3.24","White Greens",61,21,11,7,0
"4.3.24","White Labour",54,25,16,5,1
"4.3.24","White Liberal Democrats",43,29,18,7,3
"4.3.24","White Other",60,26,9,5,0
"4.3.24","White SNP",55,27,11,7,0
"5.2.24","National",46,28,17,8,2
"5.2.24","Female",49,26,16,7,2
"5.2.24","Male",43,29,17,8,3
"5.2.24","18-24",35,25,22,9,9
"5.2.24","25-49",34,30,23,11,3
"5.2.24","50-64",48,31,15,5,2
"5.2.24","65+",64,24,8,4,0
"5.2.24","Asian",25,29,32,10,3
"5.2.24","Black",12,44,12,10,22
"5.2.24","Mixed",58,28,14,1,0
"5.2.24","Other Ethnicity",45,28,2,23,2
"5.2.24","White",49,27,16,7,1
"5.2.24","Brexit Party",70,14,6,7,3
"5.2.24","Conservatives",47,27,16,8,2
"5.2.24","Greens",46,24,12,13,5
"5.2.24","Labour",43,27,20,7,3
"5.2.24","Liberal Democrats",44,35,12,7,1
"5.2.24","Other Party",55,20,14,6,6
"5.2.24","SNP",47,31,16,5,1
"5.2.24","Female 18-24",39,19,23,9,10
"5.2.24","Female 25-49",38,30,20,10,2
"5.2.24","Female 50-64",50,28,14,6,2
"5.2.24","Female 65+",65,23,8,4,0
"5.2.24","Male 18-24",31,30,21,9,9
"5.2.24","Male 25-49",30,30,25,12,3
"5.2.24","Male 50-64",45,34,15,5,1
"5.2.24","Male 65+",63,25,7,4,0
"5.2.24","Female Asian",24,27,34,12,3
"5.2.24","Female Black",8,43,14,9,26
"5.2.24","Female Mixed",58,20,22,0,0
"5.2.24","Female Other",20,30,2,44,3
"5.2.24","Female White",54,25,14,6,1
"5.2.24","Male Asian",26,31,31,9,3
"5.2.24","Male Black",14,44,12,11,20
"5.2.24","Male Mixed",58,35,5,2,0
"5.2.24","Male Other",60,26,1,11,2
"5.2.24","Male White",45,28,18,8,2
"5.2.24","Female Brexit Party",74,23,0,0,3
"5.2.24","Female Conservatives",48,26,15,10,2
"5.2.24","Female Greens",55,17,11,8,9
"5.2.24","Female Labour",48,25,19,6,2
